nom_standard,F18-24,population,POURCENTAGE_ETUDIANTS
Loué,508.0,2062,24.636275460717748
Serris,2390.0,9699,24.64171564078771
Vindry-sur-Turdine,1304.0,5280,24.6969696969697
Rinxent,753.0,3048,24.70472440944882
Varennes-Vauzelles,2276.0,9195,24.752582925502992
Sedan,4055.0,16376,24.761846604787493
Épernon,1387.0,5601,24.763435100874844
Loireauxence,1866.0,7533,24.77100756670649
Arès,1589.0,6413,24.777795103695617
Moyeuvre-Grande,1821.0,7349,24.778881480473533
Bordes,906.0,3650,24.82191780821918
Cézac,707.0,2847,24.833157709870036
Pontacq,726.0,2921,24.85450188291681
Saint-Lunaire,622.0,2500,24.88
Moirans-en-Montagne,532.0,2133,24.941397093295826
Rouen,28496.0,114187,24.955555360943016
Gramat,869.0,3480,24.971264367816094
Saint-Mars-de-Coutais,650.0,2600,25.0
Haute-Goulaine,1489.0,5954,25.008397715821296
Milizac-Guipronvel,1152.0,4606,25.01085540599218
Saint-Germain-en-Coglès,518.0,2071,25.012071463061325
Clermont,2885.0,11529,25.02385289270535
Guiscriff,521.0,2081,25.036040365209033
Châtillon-sur-Chalaronne,1244.0,4968,25.0402576489533
Homécourt,1564.0,6245,25.044035228182548
Marsillargues,1602.0,6395,25.05082095387021
Hilsenheim,662.0,2638,25.094768764215313
Berric,526.0,2095,25.10739856801909
La Richardais,622.0,2476,25.121163166397416
Courthézon,1521.0,6049,25.144652008596463
Villars-les-Dombes,1244.0,4946,25.15163768701981
Veyre-Monton,923.0,3664,25.1910480349345
Houdan,930.0,3690,25.203252032520325
Capdenac-Gare,1110.0,4400,25.227272727272727
Cérans-Foulletourte,853.0,3377,25.259105715131774
Saint-Jean-de-Liversay,759.0,2997,25.325325325325327
Saint-Céré,869.0,3427,25.357455500437702
Longeville-sur-Mer,612.0,2412,25.37313432835821
Saint-Jean-Brévelay,727.0,2865,25.37521815008726
Mazamet,2527.0,9953,25.389329850296395
Cavignac,582.0,2292,25.392670157068064
Saverdun,1223.0,4815,25.399792315680163
Mouans-Sartoux,2596.0,10215,25.41360744003916
Mézidon Vallée d'Auge,2447.0,9624,25.426018287614298
Meynes,647.0,2542,25.452399685287176
Saint-Ambroix,942.0,3698,25.47322877230936
Pluvigner,1951.0,7657,25.479952984197467
Neuvic,1347.0,5282,25.501703900037864
Saint-Loup-Cammas,591.0,2315,25.52915766738661
Porte-de-Savoie,978.0,3830,25.535248041775453
La Seyne-sur-Mer,15895.0,62232,25.54152204653554
Le Thuit de l'Oison,956.0,3734,25.60257096946974
Varangéville,922.0,3600,25.61111111111111
Cagnac-les-Mines,661.0,2580,25.62015503875969
Longueil-Annel,666.0,2594,25.674633770239012
Saint-Étienne-du-Grès,640.0,2492,25.68218298555377
Plélo,832.0,3239,25.686940413707937
Douzy,561.0,2182,25.710357470210816
Bosroumois,956.0,3718,25.71274878967187
Ramonville-Saint-Agne,3788.0,14730,25.71622539035981
La Ferté-en-Ouche,779.0,3029,25.718058765269063
Cattenom,674.0,2619,25.735013363879343
Corneilla-del-Vercol,629.0,2444,25.736497545008184
Saint-Laurent-de-Mure,1444.0,5609,25.744339454448205
L'Isle-d'Abeau,4305.0,16717,25.75222827062272
Piennes,638.0,2476,25.767366720516964
Monnetier-Mornex,601.0,2332,25.771869639794172
Le Grand-Bornand,537.0,2082,25.79250720461095
Périers,579.0,2244,25.802139037433154
Aniche,2568.0,9944,25.82461786001609
La Cadière-d'Azur,1434.0,5548,25.847152126892574
Lessay,579.0,2240,25.84821428571429
Vendres,706.0,2728,25.879765395894427
Vailly-sur-Aisne,522.0,2017,25.880019831432822
Audun-le-Roman,638.0,2465,25.882352941176475
Varilhes,906.0,3495,25.92274678111588
Montussan,886.0,3412,25.96717467760844
Saint-Viaud,709.0,2730,25.970695970695974
Marnaz,1490.0,5735,25.980819529206627
Riec-sur-Bélon,1102.0,4240,25.990566037735853
Guenrouet,878.0,3378,25.991711071640022
Semblançay,562.0,2162,25.994449583718783
Aubigné-Racan,548.0,2108,25.996204933586338
Val-de-Reuil,3304.0,12702,26.01165170839238
Montdidier,1598.0,6137,26.038781163434905
Montataire,3563.0,13683,26.039611196375063
Sissonne,537.0,2062,26.04267701260912
Ferney-Voltaire,2764.0,10612,26.045985676592537
Langoiran,566.0,2172,26.058931860036832
Bouligny,638.0,2448,26.062091503267975
Peille,618.0,2369,26.08695652173913
Longueil-Sainte-Marie,522.0,2000,26.1
Maubourguet,589.0,2254,26.131322094055015
Vix,503.0,1921,26.18427902134305
Valencin,757.0,2885,26.23916811091854
Ginasservis,507.0,1930,26.26943005181347
Dammarie-les-Lys,5865.0,22318,26.279236490724976
Magny-le-Hongre,2390.0,9082,26.31578947368421
Presles,1064.0,4043,26.31709126885976
Tucquegnieux,638.0,2422,26.34186622625929
Castanet-Tolosan,3788.0,14377,26.34763858941365
Bignan,727.0,2758,26.359680928208846
Ailly-sur-Noye,733.0,2778,26.38588912886969
Seiches-sur-le-Loir,760.0,2879,26.398054880166725
Plumelin,727.0,2753,26.407555394115512
Commequiers,966.0,3657,26.41509433962264
Neuillé-Pont-Pierre,562.0,2127,26.42219087917254
Lestrem,1349.0,5104,26.430250783699062
Sandillon,1107.0,4186,26.445293836598182
Ligny-en-Barrois,1034.0,3909,26.451777948324377
Gouffern en Auge,977.0,3687,26.498508272308108
Tain-l'Hermitage,1601.0,6025,26.57261410788382
Pignans,1238.0,4658,26.57793044224989
Amplepuis,1304.0,4906,26.57969832857725
Gevrey-Chambertin,829.0,3115,26.6131621187801
Vitry-en-Artois,1260.0,4732,26.627218934911244
Remy,522.0,1960,26.632653061224488
Feuquières-en-Vimeu,657.0,2466,26.642335766423358
Corsept,709.0,2658,26.674191121143714
Angles,793.0,2972,26.68236877523553
Diémoz,757.0,2837,26.683115967571382
Saint-Aubin-d'Aubigné,1091.0,4085,26.707466340269274
Les Brouzils,770.0,2883,26.708289975719733
Maussane-les-Alpilles,640.0,2396,26.71118530884808
Campbon,1055.0,3949,26.715624208660422
Cénac,566.0,2118,26.7233238904627
Trouillas,595.0,2222,26.777677767776776
Corneilla-la-Rivière,539.0,2012,26.789264413518886
Messimy,944.0,3523,26.79534487652569
Plougonvelin,1152.0,4299,26.796929518492675
Poilly-lez-Gien,649.0,2419,26.82926829268293
Grandchamp-des-Fontaines,1774.0,6606,26.854374810778083
Fussy,525.0,1952,26.895491803278688
Mornas,659.0,2450,26.89795918367347
Doué-en-Anjou,3022.0,11224,26.924447612259446
Chalais,765.0,2836,26.974612129760228
Lillebonne,2365.0,8761,26.994635315603244
Roussillon,2634.0,9750,27.015384615384612
Cosne-d'Allier,549.0,2031,27.031019202363364
Étrépagny,1001.0,3703,27.032136105860115
Plumelec,727.0,2686,27.066269545793
Dieuze,757.0,2795,27.084078711985686
La Baconnière,526.0,1941,27.0994332818135
Pontault-Combault,10184.0,37579,27.100242156523592
Roujan,603.0,2223,27.125506072874494
Souillac,869.0,3203,27.130814861067748
Guécélard,853.0,3144,27.131043256997454
Moutiers-les-Mauxfaits,612.0,2255,27.13968957871397
Laventie,1349.0,4969,27.148319581404714
Les Avenières Veyrins-Thuellin,2112.0,7777,27.157001414427157
Monclar-de-Quercy,547.0,2014,27.159880834160877
Clohars-Fouesnant,574.0,2113,27.16516800757217
Celles-sur-Belle,1056.0,3881,27.20948209224427
Visan,525.0,1929,27.216174183514774
Anor,886.0,3254,27.228027043638598
Sérent,867.0,3172,27.332912988650694
Pézenas,2149.0,7857,27.351406389207078
Jonquières-Saint-Vincent,1043.0,3811,27.368144843872997
Banyuls-sur-Mer,1303.0,4761,27.36819995799202
Carvin,4841.0,17667,27.401369785475744
Rue,855.0,3115,27.447833065810595
Dieulouard,1294.0,4712,27.46179966044143
Jarzé Villages,760.0,2766,27.476500361532903
Tignieu-Jameyzieu,2112.0,7685,27.482108002602473
Labastide-Saint-Pierre,1046.0,3803,27.504601630291877
Grosbreuil,612.0,2225,27.50561797752809
Val de Virvée,1018.0,3701,27.506079437989733
Sainte-Jamme-sur-Sarthe,553.0,2010,27.512437810945272
Goven,1192.0,4323,27.573444367337498
Calmont,1256.0,4555,27.574094401756312
Saint-Christoly-de-Blaye,516.0,1870,27.593582887700535
Pont-de-Vaux,606.0,2195,27.608200455580867
Divonne-les-Bains,2764.0,9999,27.642764276427645
Château-Arnoux-Saint-Auban,1401.0,5063,27.671341102113374
Margaux-Cantenac,784.0,2832,27.683615819209038
Cadillac-sur-Garonne,788.0,2846,27.687983134223472
Héric,1774.0,6407,27.688465740596225
Loir en Vallée,587.0,2120,27.68867924528302
Rieux-Volvestre,728.0,2627,27.71221926151504
Bucy-le-Long,522.0,1883,27.72172065852363
Châbons,598.0,2157,27.723690310616593
Bray-sur-Seine,648.0,2337,27.72785622593068
Frangy,568.0,2047,27.747923790913532
Bérat,850.0,3063,27.750571335292197
Plouvien,1069.0,3851,27.759023630225915
Montlebon,608.0,2190,27.762557077625573
Cordemais,1055.0,3800,27.76315789473684
Saint-Gervais-en-Belin,557.0,2004,27.79441117764471
Plomodiern,625.0,2245,27.839643652561247
Izeaux,598.0,2148,27.839851024208567
Saint-Germain-en-Laye,12364.0,44410,27.84057644674623
Bazouges-la-Pérouse,518.0,1860,27.8494623655914
Wormhout,1590.0,5709,27.850761954808195
Créances,579.0,2078,27.863330125120306
Blénod-lès-Pont-à-Mousson,1294.0,4642,27.875915553640674
Pompey,1354.0,4857,27.877290508544366
Aubin,1089.0,3904,27.894467213114755
Les Aix-d'Angillon,525.0,1881,27.91068580542265
Voreppe,2657.0,9514,27.927265083035525
Lucé,4337.0,15525,27.935587761674718
Réalville,521.0,1865,27.935656836461124
Lagardelle-sur-Lèze,903.0,3231,27.948003714020427
Ambon,571.0,2042,27.962781586679725
Confolens,761.0,2720,27.977941176470587
Saint-Michel-Chef-Chef,1484.0,5297,28.015858032848783
Vigneux-de-Bretagne,1774.0,6328,28.034134007585337
Nogent-sur-Vernisson,722.0,2575,28.03883495145631
Renazé,707.0,2521,28.04442681475605
Aubais,828.0,2952,28.04878048780488
Puget-Ville,1238.0,4409,28.078929462463144
Ancerville,820.0,2920,28.08219178082192
Rochemaure,640.0,2278,28.094820017559265
Martigné-Ferchaud,732.0,2604,28.110599078341014
Villemandeur,1924.0,6835,28.149231894659838
Sauve,533.0,1893,28.156365557316427
Salins-les-Bains,712.0,2528,28.164556962025316
Lavardac,642.0,2278,28.182616330114136
Schirmeck,601.0,2132,28.189493433395874
Ottange,882.0,3127,28.20594819315638
Saint-Briac-sur-Mer,622.0,2205,28.208616780045354
Lecci,533.0,1889,28.21598729486501
Saint-Just-Chaleyssin,757.0,2682,28.22520507084266
Marange-Silvange,1821.0,6446,28.25007756748371
Le Bignon,1110.0,3927,28.265851795263558
Égreville,608.0,2151,28.26592282659228
Benfeld,1646.0,5820,28.281786941580755
Coullons,649.0,2293,28.30353249018753
Carentoir,867.0,3062,28.314826910516
Saint-Pair-sur-Mer,1162.0,4103,28.320740921277114
La Brède,1265.0,4461,28.356870656803405
Le Mée-sur-Seine,5865.0,20677,28.364849833147943
Gonfaron,1238.0,4352,28.44669117647059
Conlie,525.0,1845,28.455284552845526
Bornel,1361.0,4774,28.50858818600754
Paimpont,509.0,1784,28.53139013452915
Berson,516.0,1808,28.539823008849556
Biache-Saint-Vaast,1260.0,4413,28.552005438477224
Piré-Chancé,884.0,3096,28.552971576227392
Plouénan,725.0,2539,28.554549035053174
Esternay,519.0,1817,28.56356631810677
Le Cannet-des-Maures,1238.0,4325,28.624277456647402
Culoz-Béon,856.0,2987,28.657515902243052
Béligneux,979.0,3414,28.676039835969537
Remoulins,647.0,2255,28.69179600886918
Sémalens,576.0,2006,28.713858424725824
Brech,1951.0,6792,28.72497055359246
Trappes,9603.0,33419,28.73515066279661
Vallons-de-l'Erdre,1866.0,6485,28.774094063222822
Vernet,903.0,3138,28.776290630975144
Nesle,666.0,2314,28.78133102852204
Civray-de-Touraine,513.0,1782,28.78787878787879
Chevannes,1215.0,4217,28.811951624377517
Cherré-Au,786.0,2723,28.865222181417554
Noues de Sienne,1250.0,4326,28.895053166897828
Les Abrets en Dauphiné,1861.0,6439,28.902003416679612
Oraison,1711.0,5920,28.902027027027028
Saint-Pierre-du-Mont,2883.0,9970,28.916750250752255
Coëx,966.0,3339,28.930817610062892
Grandfresnoy,522.0,1804,28.93569844789357
Wisches,601.0,2077,28.935965334617237
Montrichard Val de Cher,1064.0,3675,28.952380952380953
Saint-Georges-de-Reneins,1275.0,4403,28.957528957528954
Saint-Pavace,553.0,1909,28.96804609743321
Théza,629.0,2170,28.986175115207374
Connerré,856.0,2953,28.987470369116153
Pont-l'Évêque,1586.0,5469,28.999817151215947
Sainte-Cécile,771.0,2657,29.017689123071133
Portets,788.0,2713,29.045337265020272
Val d'Arry,697.0,2399,29.05377240516882
Bernières-sur-Mer,677.0,2330,29.055793991416305
Vald'Yerre,1041.0,3580,29.07821229050279
Hyères,15895.0,54615,29.103726082578046
Caumont-sur-Aure,697.0,2394,29.114452798663326
La Ferté Macé,1496.0,5138,29.116387699493966
Viviers-lès-Montagnes,576.0,1976,29.1497975708502
Flixecourt,948.0,3249,29.17820867959372
Lanester,6695.0,22940,29.184829991281603
Branges,686.0,2350,29.19148936170213
Fay-aux-Loges,1107.0,3792,29.193037974683545
Volmerange-les-Mines,674.0,2308,29.20277296360485
Trie-Château,559.0,1914,29.205851619644722
Crossac,878.0,3003,29.237429237429236
Saint-Clément-de-Rivière,1476.0,5048,29.239302694136292
Saint-Georges-de-Didonne,1534.0,5246,29.241326725123905
Chaulnes,584.0,1997,29.24386579869805
Riorges,3194.0,10917,29.257121919941376
Saint-Claude-de-Diray,524.0,1789,29.290106204583566
Arpajon-sur-Cère,1850.0,6313,29.304609535878345
Mézériat,646.0,2204,29.310344827586203
La Boisse,979.0,3335,29.355322338830586
Plouarzel,1152.0,3924,29.357798165137616
Canet,1578.0,5372,29.374534623976174
Châteauneuf-de-Gadagne,993.0,3379,29.38739271973957
Sérézin-du-Rhône,854.0,2906,29.387474191328288
Sagy,686.0,2334,29.391602399314483
Denain,6002.0,20415,29.399951016409503
Montfort-le-Gesnois,856.0,2906,29.456297315898144
Solesmes,1614.0,5478,29.46330777656079
Les Epesses,868.0,2941,29.513770826249576
Frénouville,585.0,1981,29.530540131246845
Bischwiller,3729.0,12606,29.581151832460733
Landéda,1069.0,3613,29.587600332133963
Guignen,1192.0,4027,29.6001986590514
Malville,1055.0,3564,29.601571268237937
Villeneuve-en-Retz,1484.0,5013,29.603032116497108
Les Garennes sur Loire,1366.0,4614,29.605548331166016
Sainte-Anne-sur-Brivet,878.0,2964,29.622132253711204
Revel,3249.0,10966,29.627940908261902
Mouchamps,868.0,2923,29.69551830311324
Rouffiac-Tolosan,591.0,1989,29.71342383107089
Fontaine-Étoupefour,797.0,2682,29.71662938105891
Spay,853.0,2863,29.79392245895913
Paradou,640.0,2145,29.836829836829835
Noves,1739.0,5827,29.843830444482585
Lens,9696.0,32458,29.872450551481915
Grillon,525.0,1757,29.880478087649404
Vourles,1017.0,3402,29.894179894179896
Damgan,571.0,1908,29.926624737945495
Rabastens,1721.0,5748,29.940848990953373
Gilley,538.0,1796,29.955456570155903
Val-de-Meuse,546.0,1819,30.016492578339747
Saint-Jean-d'Assé,553.0,1842,30.021715526601522
Saint-Aunès,1209.0,4026,30.029806259314455
Saint-Benoît-sur-Loire,602.0,2004,30.039920159680637
Saint-Lyphard,1493.0,4962,30.088673921805725
Geneston,1110.0,3688,30.09761388286334
Maureilhan,706.0,2342,30.145175064047823
Montigny-le-Bretonneux,9603.0,31854,30.14692032397815
Bourg-Blanc,1069.0,3545,30.155148095909734
Monein,1332.0,4417,30.156214625311296
Quinsac,784.0,2599,30.165448249326666
Saint-Mathieu-de-Tréviers,1476.0,4893,30.16554261189454
Plaisance,674.0,2234,30.170098478066247
Montardon,706.0,2340,30.17094017094017
Guilvinec,813.0,2693,30.189379873746752
Les Landes-Genusson,734.0,2431,30.193336075689015
Val d'Anast,1192.0,3943,30.230788739538422
Labastide-Saint-Sernin,591.0,1954,30.24564994882293
Annet-sur-Marne,1001.0,3305,30.287443267776098
Fressenneville,657.0,2168,30.304428044280442
Beauzac,905.0,2986,30.30810448760884
Richelieu,501.0,1653,30.30852994555354
Thurins,944.0,3111,30.34394085503054
Prinquiau,1055.0,3476,30.350978135788264
Montbizot,553.0,1821,30.367929708951124
Saint-Omer,4550.0,14971,30.392091376661547
Santec,725.0,2385,30.398322851153043
Lille,71863.0,236234,30.42026126637148
Chaingy,1213.0,3987,30.42387760220717
Amancy,842.0,2767,30.43006866642573
Mèze,3772.0,12385,30.45619701251514
Le Grand-Lucé,587.0,1927,30.46185781006746
Epfig,687.0,2255,30.46563192904656
La Haye,1358.0,4457,30.468925286066863
Langonnet,521.0,1708,30.503512880562063
Cintegabelle,903.0,2959,30.51706657654613
Henrichemont,525.0,1720,30.523255813953487
Guignes,1326.0,4344,30.52486187845304
Vaucouleurs,589.0,1929,30.533955417314672
La Côte-Saint-André,1471.0,4817,30.537679053352708
La Turballe,1493.0,4889,30.53794231949274
Chouzé-sur-Loire,637.0,2085,30.551558752997604
Les Andelys,2462.0,8055,30.564866542520175
Montrond-les-Bains,1665.0,5444,30.584129316678915
Chazelles-sur-Lyon,1665.0,5436,30.629139072847682
Montbazon,1411.0,4602,30.660582355497613
Grimaud,1413.0,4607,30.670718471890602
Berstett,756.0,2462,30.706742485783916
Envermeu,612.0,1993,30.707476166583042
Plouvorn,886.0,2879,30.774574505036473
Saint-Mesmin,950.0,3084,30.804150453955902
Charmes-sur-Rhône,938.0,3044,30.814717477003946
Allex,767.0,2488,30.827974276527332
Dambach-la-Ville,687.0,2228,30.83482944344704
Coulans-sur-Gée,508.0,1647,30.84395871281117
Le Muy,2921.0,9468,30.851288550908322
Prévessin-Moëns,2764.0,8948,30.889584264640142
Le Quesnoy,1503.0,4863,30.90684762492289
Montoire-sur-le-Loir,1143.0,3698,30.90859924283396
Langon,2701.0,8738,30.910963607232777
Pont-Salomon,584.0,1889,30.91582848067761
Aumale,607.0,1963,30.922058074375958
Vervins,804.0,2600,30.923076923076927
Le Châtelet-en-Brie,1326.0,4282,30.96683792620271
Yvrac,886.0,2860,30.979020979020977
Chauché,770.0,2485,30.985915492957744
Déols,2374.0,7659,30.996213604909258
Marcheprime,1589.0,5123,31.016982236970524
Viviers,1210.0,3899,31.033598358553476
Plaisir,9603.0,30897,31.08068744538305
Gaillan-en-Médoc,732.0,2355,31.0828025477707
Jouars-Pontchartrain,1804.0,5803,31.087368602447008
Manziat,606.0,1948,31.108829568788497
Talensac,779.0,2503,31.122652816620054
La Verdière,507.0,1628,31.142506142506143
Yvré-le-Pôlin,548.0,1759,31.15406480955088
Pinon,520.0,1668,31.17505995203837
Mesnil-en-Ouche,1398.0,4484,31.17752007136485
Perros-Guirec,2229.0,7149,31.179185900125894
Laudun-l'Ardoise,1975.0,6327,31.215425952268056
Mauron,992.0,3176,31.234256926952142
La Rivière-Saint-Sauveur,798.0,2551,31.28185025480204
Saint-Pierre-de-Chandieu,1444.0,4616,31.28249566724437
Le Cateau-Cambrésis,2195.0,7016,31.285632839224633
Mansle-les-Fontaines,526.0,1681,31.290898274836408
Wignehies,886.0,2830,31.307420494699645
Pleine-Fougères,618.0,1971,31.35464231354642
Meximieux,2510.0,7998,31.38284571142786
Saint-Erme-Outre-et-Ramecourt,537.0,1711,31.385154880187027
Charnay-lès-Mâcon,2494.0,7925,31.47003154574132
Lorgues,2921.0,9280,31.476293103448278
La Clusaz,537.0,1706,31.477139507620166
Plouguernével,507.0,1610,31.490683229813666
Neuvecelle,1002.0,3181,31.499528450172903
Beauvoir-sur-Mer,1225.0,3887,31.515307435039873
Paimpol,2252.0,7142,31.531783814057686
Rocroi,715.0,2266,31.55339805825243
Plounévez-Lochrist,725.0,2297,31.562908141053548
Mazan,1969.0,6235,31.579791499599036
Neyron,820.0,2596,31.587057010785824
Saint-Jean-de-Bournay,1471.0,4655,31.600429645542427
Peymeinade,2596.0,8211,31.61612471075387
Saint-Martin-de-Fontenay,797.0,2519,31.63953949980151
Châtel-Guyon,1988.0,6283,31.640935858666243
Guingamp,2252.0,7115,31.651440618411808
Fonsorbes,3837.0,12119,31.661028137635117
Audincourt,4288.0,13542,31.664451336582484
Beaulon,516.0,1628,31.695331695331696
La Haie-Fouassière,1489.0,4694,31.72134639965914
Fontaine-la-Guyon,539.0,1699,31.724543849323133
Saint-Mars-la-Brière,856.0,2698,31.72720533728688
Lutzelhouse,601.0,1893,31.748547279450605
Saint-Sulpice-sur-Lèze,728.0,2293,31.74880069777584
Le Nouvion-en-Thiérache,804.0,2531,31.766100355590677
Teyran,1476.0,4640,31.810344827586206
Saint-Antoine-du-Rocher,562.0,1766,31.8233295583239
Randan,515.0,1618,31.829419035846723
Le Péage-de-Roussillon,2054.0,6444,31.87461204220981
Brou,1041.0,3265,31.883614088820828
Crevin,905.0,2838,31.88865398167724
Taulignan,525.0,1645,31.914893617021278
Pagny-sur-Moselle,1294.0,4053,31.92696767826301
Vals-les-Bains,1117.0,3495,31.95994277539342
Beaucroissant,598.0,1871,31.961517904863708
Huningue,2331.0,7283,32.00604146642867
Wittisheim,662.0,2067,32.0270924044509
Saint-Maurice-l'Exil,2054.0,6413,32.028691719943865
Fresnoy-le-Grand,944.0,2946,32.043448744059745
Saint-Benoît-de-Carmaux,661.0,2058,32.118561710398446
Le Cailar,793.0,2467,32.14430482367248
Cauffry,847.0,2634,32.15641609719058
Arlanc,580.0,1803,32.16860787576262
Mondelange,1834.0,5701,32.16979477284687
Beaumont-sur-Sarthe,637.0,1979,32.18797372410308
Robion,1509.0,4688,32.18856655290102
Plessé,1695.0,5265,32.193732193732195
Liévin,9696.0,30102,32.21048435319912
Doubs,1043.0,3235,32.24111282843895
Beaumont-Louestault,562.0,1742,32.26176808266361
Saint-Marc-le-Blanc,518.0,1605,32.27414330218068
Trélon,886.0,2744,32.288629737609334
Sainte-Feyre,805.0,2493,32.29041315683915
Loperhet,1270.0,3931,32.30730094123633
Rosières-aux-Salines,922.0,2851,32.33952998947738
Guémené-Penfao,1695.0,5239,32.35350257682764
Saint-Colomban,1110.0,3428,32.380396732788796
Pluneret,1951.0,6023,32.392495434169014
Beaune-la-Rolande,650.0,2006,32.40279162512463
Plouigneau,1647.0,5082,32.40850059031877
Molac,526.0,1622,32.42909987669544
Paulx,650.0,2004,32.43512974051897
Briennon,558.0,1719,32.460732984293195
Saint-Épain,501.0,1543,32.469215813350615
Fleury-sur-Andelle,593.0,1826,32.47535596933187
Coye-la-Forêt,1291.0,3972,32.502517623363545
L'Hôpital,1692.0,5205,32.50720461095101
Bédarrides,1742.0,5358,32.512131392310565
Crolles,2665.0,8193,32.52776760649335
Menetou-Salon,525.0,1614,32.52788104089219
Ailly-sur-Somme,948.0,2914,32.532601235415235
Orval,568.0,1745,32.550143266475644
Pléchâtel,905.0,2780,32.55395683453237
Montpezat-de-Quercy,521.0,1600,32.5625
Saint-Nicolas-du-Pélem,507.0,1555,32.60450160771704
Melgven,1116.0,3422,32.6125073056692
Port-Vendres,1303.0,3995,32.61576971214018
Anneyron,1343.0,4117,32.62084041777994
Pégomas,2596.0,7956,32.629462041226745
Monthermé,715.0,2191,32.633500684618895
Bouxières-aux-Dames,1354.0,4147,32.650108512177475
Puy-Guillaume,893.0,2735,32.65082266910421
Sarrians,1969.0,6030,32.65339966832504
Saint-Vigor-le-Grand,827.0,2529,32.700672202451564
Montville,1505.0,4593,32.76725451774439
Bailly-Romainvilliers,2390.0,7288,32.793633369923164
Blonville-sur-Mer,509.0,1552,32.79639175257732
Chevry-Cossigny,1286.0,3920,32.80612244897959
Guyancourt,9603.0,29269,32.80945710478663
Krautergersheim,567.0,1728,32.8125
Bellerive-sur-Allier,2904.0,8844,32.83582089552239
Château-Salins,757.0,2304,32.85590277777778
Venerque,903.0,2747,32.8722242446305
Vouvray,1083.0,3294,32.87795992714025
Gaillard,3404.0,10350,32.88888888888889
Châtillon-sur-Thouet,879.0,2671,32.90902283788843
Pollionnay,944.0,2868,32.91492329149233
Saint-Nizier-sous-Charlieu,558.0,1695,32.92035398230089
Ottrott,511.0,1552,32.925257731958766
Perriers-sur-Andelle,593.0,1801,32.92615213770127
Roëzé-sur-Sarthe,853.0,2589,32.94708381614523
Aigre,526.0,1595,32.97805642633229
Coutras,2846.0,8623,33.004754725733505
Grignan,525.0,1590,33.0188679245283
Rémilly,713.0,2159,33.02454840203798
L'Île-Bouchard,501.0,1517,33.02570863546473
Coarraze,716.0,2168,33.025830258302584
La Chapelle-Launay,1055.0,3194,33.03068252974327
Villedoux,759.0,2297,33.04309969525468
Le Champ-Saint-Père,612.0,1852,33.04535637149028
Montévrain,4634.0,14017,33.05985588927731
La Bruffière,1347.0,4074,33.06332842415316
Cissac-Médoc,732.0,2213,33.07727067329417
Losne,541.0,1635,33.08868501529052
Ternay,1997.0,6031,33.112253357652136
Gignac,2436.0,7356,33.115823817292004
Bertrange,930.0,2808,33.11965811965812
Brûlon,508.0,1533,33.13763861709067
Orgelet,532.0,1604,33.16708229426434
Quelaines-Saint-Gault,707.0,2131,33.176912247771
Cussac-Fort-Médoc,784.0,2363,33.1781633516716
Champenoux,507.0,1528,33.18062827225131
Orcet,923.0,2781,33.189500179791445
Caden,526.0,1580,33.291139240506325
Les Lucs-sur-Boulogne,1192.0,3580,33.29608938547486
Saint-Vallier,4264.0,12796,33.32291341044076
Rantigny,847.0,2540,33.346456692913385
Chaligny,935.0,2803,33.35711737424189
La Plaine-sur-Mer,1484.0,4448,33.36330935251798
Mellac,1102.0,3303,33.36360884044808
Descartes,1112.0,3331,33.38336835785049
Saint-Pierre-en-Auge,2447.0,7325,33.406143344709896
Abeilhan,603.0,1805,33.40720221606649
Brionne,1398.0,4184,33.413001912045885
Villefranche-sur-Cher,887.0,2647,33.509633547412164
Verneuil-l'Étang,1068.0,3186,33.52165725047081
Dinéault,625.0,1864,33.53004291845493
Elliant,1116.0,3328,33.53365384615385
Villeneuve-Loubet,5476.0,16329,33.535427766550306
Pontvallain,548.0,1634,33.53733170134639
Bréhal,1162.0,3463,33.55472133987872
Cernay,4119.0,12275,33.55600814663951
Aniane,987.0,2939,33.58285130996938
Kerlouan,701.0,2087,33.58888356492573
Arzal,571.0,1699,33.60800470865215
Saint-Sauveur-Villages,1168.0,3474,33.62118595279217
Saint-Ay,1213.0,3607,33.6290546160244
Pontpoint,1088.0,3235,33.63214837712519
Saint-Domineuc,859.0,2553,33.6466901684293
Bretteville-sur-Laize,644.0,1912,33.68200836820084
Hautmont,4823.0,14318,33.68487218885319
Thoissey,561.0,1664,33.71394230769231
Gleizé,2527.0,7495,33.715810540360245
Cubnezais,582.0,1726,33.719582850521434
Berné,521.0,1545,33.72168284789644
Treffiagat,813.0,2410,33.7344398340249
Saint-Yvi,1116.0,3308,33.736396614268436
Saint-Saëns,785.0,2326,33.748925193465176
Bailleau-le-Pin,539.0,1597,33.75078271759549
Aubord,793.0,2347,33.78781423093311
Aubignan,1969.0,5825,33.80257510729614
Saint-Éloy-de-Gy,525.0,1553,33.80553766902769
Seyssel,1136.0,3359,33.8195891634415
Irodouër,766.0,2263,33.848873177198406
Derval,1191.0,3511,33.92195955568214
Frévent,1136.0,3348,33.930704898446834
Laurens,603.0,1776,33.9527027027027
Taluyers,896.0,2637,33.97800530906333
Saint-Paterne-Racan,562.0,1650,34.060606060606055
Puget-sur-Argens,2748.0,8061,34.09006326758467
Valleiry,1673.0,4907,34.0941512125535
Chagny,1942.0,5695,34.10008779631256
Figari,533.0,1559,34.18858242463118
Volgelsheim,921.0,2691,34.225195094760316
Codognan,828.0,2419,34.22902025630426
