NOM,EPCI,F18-24
Pleine-Selve,200040426,10
Le Plessier-Huleu,240200519,1
Ploisy,240200477,3
Plomion,240200444,12
Ployart-et-Vaurseine,240200592,1
Pommiers,240200477,11
Pont-Arcy,240200501,1
Pontavert,240200576,14
Pontru,240200493,6
Pontruet,240200493,9
Pont-Saint-Mard,200071769,3
Pouilly-sur-Serre,240200469,13
Prémont,240200493,22
Prémontré,200071769,44
Presles-et-Boves,240200501,7
Presles-et-Thierny,200043495,8
Priez,200072031,1
Prisces,240200444,1
Proisy,200071983,16
Proix,200071983,4
Prouvais,240200576,12
Proviseux-et-Plesnoy,240200576,1
Puiseux-en-Retz,200071991,4
Puisieux-et-Clanlieu,240200444,14
Quierzy,200071785,6
Quincy-Basse,200071769,1
Quincy-sous-le-Mont,240200501,2
Raillimont,240200634,5
Ramicourt,240200493,5
Regny,200040426,2
Remaucourt,200071892,7
Remies,240200469,7
Remigny,200040426,13
Renansart,200040426,0
Renneval,240200634,3
Résigny,240200634,3
Ressons-le-Long,200071991,25
Retheuil,200071991,2
Reuilly-Sauvigny,200072031,5
Ribeauville,200071983,3
Ribemont,200040426,57
Rocourt-Saint-Martin,200072031,11
Rocquigny,240200444,8
Rogécourt,200071785,3
Rogny,240200444,2
Romeny-sur-Marne,240200584,14
Romery,200071983,0
Ronchères,200072031,4
Roucy,240200576,12
Rougeries,240200444,8
Roupy,240200493,4
Rouvroy,200071892,14
Rouvroy-sur-Serre,240200634,2
Royaucourt-et-Chailvet,200071769,4
Rozet-Saint-Albin,200072031,12
Rozières-sur-Crise,240200519,3
Rozoy-Bellevalle,200072031,6
Grand-Rozoy,240200519,4
Rozoy-sur-Serre,240200634,27
Saconin-et-Breuil,200071991,5
Sains-Richaumont,240200444,27
Saint-Algis,240200444,5
Saint-Aubin,200071769,6
Saint-Bandry,200071991,7
Saint-Christophe-à-Berry,200071991,9
Saint-Clément,240200600,0
Sainte-Croix,240200592,2
Saint-Erme-Outre-et-Ramecourt,240200576,47
Saint-Eugène,200072031,8
Sainte-Geneviève,240200634,4
Saint-Gengoulph,200072031,1
Saint-Gobain,200071785,44
Saint-Gobert,240200444,5
Saint-Mard,240200501,1
Saint-Martin-Rivière,200071983,4
Saint-Michel,240200600,98
Saint-Nicolas-aux-Bois,200071785,4
Saint-Paul-aux-Bois,200071769,10
Saint-Pierre-Aigle,200071991,5
Saint-Pierre-lès-Franqueville,240200444,0
Saint-Pierremont,240200469,1
Sainte-Preuve,240200576,1
Saint-Quentin,200071892,2514
Saint-Rémy-Blanzy,240200519,5
Saint-Simon,200071892,16
Saint-Thomas,240200592,1
Samoussy,200043495,10
Sancy-les-Cheminots,240200501,2
Saponay,200072031,0
Saulchery,240200584,21
Savy,240200493,7
Seboncourt,240200493,29
Selens,200071769,5
La Selve,240200576,5
Septmonts,240200477,16
Septvaux,200071769,6
Sequehart,240200493,1
Serain,240200493,16
Seraucourt-le-Grand,200071892,14
Serches,240200477,7
Sergy,200072031,3
Seringes-et-Nesles,200072031,8
Sermoise,240200477,8
Serval,240200501,0
Servais,200071785,9
Séry-lès-Mézières,200040426,20
Silly-la-Poterie,200071991,3
Sinceny,200071785,53
Sissonne,240200576,64
Sissy,200040426,10
Soissons,240200477,1308
Soize,240200634,3
Sommelans,200072031,1
Sommeron,240200444,0
Sommette-Eaucourt,200071892,5
Sons-et-Ronchères,240200469,3
Sorbais,240200444,5
Soucy,200071991,2
Soupir,240200501,8
Le Sourd,240200444,4
Surfontaine,200040426,3
Taillefontaine,200071991,7
Tannières,240200501,0
Tartiers,200071991,5
Tavaux-et-Pontséricourt,240200469,9
Tergnier,200071785,504
Terny-Sorny,240200501,9
Thenailles,240200444,8
Thenelles,200040426,21
Thiernu,240200469,3
Le Thuel,240200634,6
Torcy-en-Valois,200072031,0
Toulis-et-Attencourt,240200469,1
Travecy,200071785,15
Trefcon,240200493,2
Trélou-sur-Marne,200072031,19
Troësnes,200071991,4
Trosly-Loire,200071769,16
Trucy,240200592,5
Tugny-et-Pont,200071892,6
Tupigny,200071983,9
Ugny-le-Gay,200071785,4
Urcel,200071769,10
Urvillers,200040426,19
Vadencourt,200071983,15
Vailly-sur-Aisne,240200501,58
La Vallée-au-Blé,240200444,6
La Vallée-Mulâtre,200071983,8
Variscourt,240200576,7
Vassens,200071991,4
Vasseny,240200501,4
Vassogne,240200592,1
Vaucelles-et-Beffecourt,200043495,3
Vaudesson,240200501,6
Vauxrezis,240200477,4
Vauxaillon,200071769,21
Vaux-Andigny,200071983,28
Vauxbuin,240200477,26
Vaux-en-Vermandois,240200493,2
Vauxtin,240200501,1
Vendelles,240200493,2
Vendeuil,200040426,18
Vendhuile,240200493,19
Vendières,240200584,1
Vendresse-Beaulne,240200592,1
Vénérolles,200071983,4
Venizel,240200477,41
Verdilly,200072031,8
Le Verguier,240200493,9
Grand-Verly,200071983,5
Petit-Verly,200071983,6
Vermand,240200493,19
Verneuil-sous-Coucy,200071769,3
Verneuil-sur-Serre,240200469,8
Versigny,200071785,18
Vervins,240200444,120
Vesles-et-Caumont,240200469,4
Veslud,200043495,8
Veuilly-la-Poterie,240200584,1
Vézaponin,200071991,3
Vézilly,200072031,3
Vic-sur-Aisne,200071991,52
Vichel-Nanteuil,200072031,5
Viel-Arcy,240200501,3
Viels-Maisons,240200584,35
Vierzy,240200519,18
Viffort,200072031,4
Vigneux-Hocquet,240200634,4
La Ville-aux-Bois-lès-Dizy,240200634,7
La Ville-aux-Bois-lès-Pontavert,240200576,3
Villemontoire,240200519,4
Villeneuve-Saint-Germain,240200477,103
Villeneuve-sur-Fère,200072031,5
Villequier-Aumont,200071785,8
Villeret,240200493,5
Villers-Agron-Aiguizy,200072031,1
Villers-Cotterêts,200071991,404
Villers-Hélon,200071991,5
Villers-le-Sec,200040426,6
Villers-lès-Guise,200071983,4
Villers-Saint-Christophe,200071892,6
Villers-sur-Fère,200072031,13
Ville-Savoye,240200501,2
Villiers-Saint-Denis,240200584,22
Vincy-Reuil-et-Magny,240200634,3
Viry-Noureuil,200071785,53
Vivaise,200043495,11
Vivières,200071991,5
Voharies,240200444,3
Vorges,200043495,6
Voulpaix,240200444,11
Voyenne,240200469,3
Vregny,240200477,6
Vuillery,240200501,0
Wassigny,200071983,27
Watigny,240200600,6
Wiège-Faty,240200444,8
Wimy,240200600,15
Wissignicourt,200071769,4
Abrest,200071363,72
Agonges,200071496,5
Ainay-le-Château,240300558,20
Andelaroche,240300491,4
Archignat,240300657,10
Arfeuilles,200071363,10
Arpheuilles-Saint-Priest,200071082,1
Arronnes,200071363,5
Aubigny,200071140,6
Audes,240300566,6
Aurouër,200071140,5
Autry-Issards,200071496,7
Avermes,200071140,87
Avrilly,200071470,3
Bagneux,200071140,10
Barberier,200071389,5
Barrais-Bussolles,240300491,6
Bayet,200071389,27
Beaulon,200071470,28
Beaune-d'Allier,200071512,5
Bègues,200071389,3
Bellenaves,200071389,14
Bellerive-sur-Allier,200071363,192
Bert,240300491,5
Bessay-sur-Allier,200071140,45
Besson,200071140,11
Bézenet,200071512,18
Billezois,240300491,12
Billy,200071363,15
Biozat,200071389,8
Bizeneuille,200071512,6
Blomard,200071512,4
Bost,200071363,3
Boucé,200071470,16
Le Bouchaud,200071470,4
Bourbon-l'Archambault,200071496,60
Braize,240300558,5
Bransat,200071389,10
Bresnay,200071140,4
Bressolles,200071140,16
Le Brethon,240300558,6
Le Breuil,240300491,7
Broût-Vernet,200071389,20
Brugheas,200071363,37
Busset,200071363,18
Buxières-les-Mines,200071496,18
La Celle,200071512,6
Cérilly,240300558,17
Cesset,200071389,11
La Chabanne,200071363,5
Chambérat,240300657,10
Chamblet,200071512,17
Chantelle,200071389,36
Chapeau,200071140,1
La Chapelaude,240300657,23
La Chapelle,200071363,9
La Chapelle-aux-Chasses,200071140,3
Chappes,200071512,7
Chareil-Cintrat,200071389,4
Charmeil,200071363,30
Charmes,200071389,3
Charroux,200071389,7
Chassenard,200071884,22
Château-sur-Allier,200071140,4
Châtel-de-Neuvre,200071496,10
Châtel-Montagne,200071363,4
Châtelperron,200071470,5
Châtelus,200071363,3
Châtillon,200071496,5
Chavenon,200071512,3
Chavroches,200071470,4
Chazemais,240300657,15
Chemilly,200071140,14
Chevagnes,200071140,14
Chezelle,200071389,4
Chézy,200071140,7
Chirat-l'Église,200071389,3
Chouvigny,200071389,5
Cindré,200071470,8
Cognat-Lyonne,200071363,25
Colombier,200071512,8
Commentry,200071512,142
Contigny,200071389,15
Cosne-d'Allier,200071512,38
Coulandon,200071140,15
Coulanges,200071884,4
Couleuvre,240300558,9
Courçais,240300657,6
Coutansouze,200071389,2
Couzon,200071140,8
Créchy,200071470,12
Cressanges,200071496,18
Creuzier-le-Neuf,200071363,24
Creuzier-le-Vieux,200071363,58
Cusset,200071363,508
Deneuille-lès-Chantelle,200071389,5
Deneuille-les-Mines,200071512,0
Désertines,200071082,103
Deux-Chaises,200071496,12
Diou,200071470,30
Domérat,200071082,167
Dompierre-sur-Besbre,200071470,63
Le Donjon,200071470,16
Doyet,200071512,27
Droiturier,240300491,10
Durdat-Larequille,200071512,27
Ébreuil,200071389,31
Échassières,200071389,3
Escurolles,200071389,36
Espinasse-Vozelle,200071363,10
Estivareilles,240300566,22
Étroussat,200071389,18
Ferrières-sur-Sichon,200071363,6
La Ferté-Hauterive,200071389,5
Fleuriel,200071389,12
Fourilles,200071389,4
Franchesse,200071496,8
Gannat,200071389,184
Gannay-sur-Loire,200071140,10
Garnat-sur-Engièvre,200071140,21
Gennetines,200071140,9
Gipcy,200071496,3
Gouise,200071140,4
La Guillermie,200071363,3
Hauterive,200071363,41
Hérisson,240300558,13
Huriel,240300657,50
Hyds,200071512,5
Isle-et-Bardais,240300558,6
Isserpent,240300491,10
Jaligny-sur-Besbre,200071470,12
Jenzat,200071389,9
Laféline,200071389,6
Lalizolle,200071389,12
Lamaids,200071082,4
Langy,200071470,8
Lapalisse,240300491,77
Laprugne,200071363,4
Lavault-Sainte-Anne,200071082,23
Lavoine,200071363,2
Lenax,200071470,7
Lételon,240300558,2
Liernolles,200071470,4
Lignerolles,200071082,19
Limoise,200071140,4
Loddes,200071470,4
Loriges,200071389,6
Louchy-Montfand,200071389,10
Louroux-Bourbonnais,200071496,4
Louroux-de-Beaune,200071512,2
Louroux-de-Bouble,200071389,6
Luneau,200071470,1
Lurcy-Lévis,200071140,42
Lusigny,200071140,42
Magnet,200071363,27
Haut-Bocage,240300566,22
Malicorne,200071512,15
Marcenat,200071389,8
Marcillat-en-Combraille,200071082,22
Marigny,200071140,3
Mariol,200071363,15
Le Mayet-d'École,200071389,6
Le Mayet-de-Montagne,200071363,24
Mazerier,200071389,3
Mazirat,200071082,8
Meaulne-Vitray,240300558,15
Meillard,200071496,3
Meillers,200071496,0
Mercy,200071470,3
Mesples,240300657,1
Molinet,200071884,21
Molles,200071363,22
Monestier,200071389,4
Monétay-sur-Allier,200071389,11
Monétay-sur-Loire,200071470,8
Montaiguët-en-Forez,200071470,5
Montaigu-le-Blin,200071470,4
Montbeugny,200071140,22
Montcombroux-les-Mines,200071470,1
Monteignet-sur-l'Andelot,200071389,2
Le Montet,200071496,10
Montilly,200071140,13
Montluçon,200071082,1459
Montmarault,200071512,40
Montoldre,200071470,4
Montord,200071389,3
Montvicq,200071512,16
Moulins,200071140,1110
Murat,200071512,4
Nades,200071389,3
Nassigny,240300566,5
Naves,200071389,2
Néris-les-Bains,200071512,55
Neuilly-en-Donjon,200071470,3
Neuilly-le-Réal,200071140,22
Neure,200071140,5
Neuvy,200071140,49
Nizerolles,200071363,9
Noyant-d'Allier,200071496,12
Paray-le-Frésil,200071140,6
Paray-sous-Briailles,200071389,17
Périgny,240300491,8
La Petite-Marche,200071082,1
Pierrefitte-sur-Loire,200071470,8
Le Pin,200071470,13
Poëzat,200071389,3
Pouzy-Mésangy,200071140,3
Prémilhat,200071082,33
Quinssaines,200071082,32
Reugny,240300566,5
Rocles,200071496,7
Rongères,200071470,4
Ronnet,200071082,3
Saint-Angel,200071512,20
Saint-Aubin-le-Monial,200071496,3
Saint-Bonnet-de-Four,200071512,7
Saint-Bonnet-de-Rochefort,200071389,17
Saint-Bonnet-Tronçais,240300558,11
Saint-Caprais,240300558,1
Saint-Christophe-en-Bourbonnais,240300491,11
Saint-Clément,200071363,9
Saint-Désiré,240300657,10
Saint-Didier-en-Donjon,200071470,6
Saint-Didier-la-Forêt,200071389,5
Saint-Éloy-d'Allier,240300657,1
Saint-Ennemond,200071140,15
Saint-Étienne-de-Vicq,240300491,10
Saint-Fargeol,200071082,0
Saint-Félix,200071470,4
Saint-Genest,200071082,7
Saint-Gérand-de-Vaux,200071470,10
Saint-Gérand-le-Puy,200071470,17
Saint-Germain-des-Fossés,200071363,86
Saint-Germain-de-Salles,200071389,15
Saint-Hilaire,200071496,12
Saint-Léger-sur-Vouzance,200071470,5
Saint-Léon,200071470,7
Saint-Léopardin-d'Augy,200071140,12
Saint-Loup,200071389,12
Saint-Marcel-en-Murat,200071512,1
Saint-Marcel-en-Marcillat,200071082,1
Saint-Martin-des-Lais,200071140,1
Saint-Martinien,240300657,10
Saint-Menoux,200071496,32
Saint-Nicolas-des-Biefs,200071363,1
Saint-Palais,240300657,1
Saint-Pierre-Laval,240300491,4
Saint-Plaisir,200071496,7
Saint-Pont,200071363,19
Saint-Pourçain-sur-Besbre,200071470,5
Saint-Pourçain-sur-Sioule,200071389,157
Saint-Priest-d'Andelot,200071389,5
Saint-Priest-en-Murat,200071512,3
Saint-Prix,240300491,16
Saint-Rémy-en-Rollat,200071363,30
Saint-Sauvier,240300657,7
Saint-Sornin,200071496,5
Sainte-Thérence,200071082,5
Saint-Victor,200071082,36
Saint-Voir,200071470,5
Saint-Yorre,200071363,58
Saligny-sur-Roudon,200071470,12
Sanssat,200071470,6
Saulcet,200071389,7
Saulzet,200071389,8
Sauvagny,200071512,3
Sazeret,200071512,7
Serbannes,200071363,14
Servilly,240300491,4
Seuillet,200071363,10
Sorbier,200071470,8
Souvigny,200071140,58
Sussat,200071389,1
Target,200071389,5
Taxat-Senat,200071389,5
Teillet-Argenty,200071082,15
Terjat,200071082,3
Le Theil,200071389,15
Theneuille,240300558,4
Thiel-sur-Acolin,200071140,30
Thionne,200071470,7
Tortezais,200071512,5
Toulon-sur-Allier,200071140,24
Treban,200071496,7
Treignat,240300657,6
Treteau,200071470,9
Trévol,200071140,30
Trézelles,200071470,8
Tronget,200071496,21
Urçay,240300558,6
Ussel-d'Allier,200071389,2
Valignat,200071389,4
Valigny,240300558,3
Vallon-en-Sully,240300566,36
Varennes-sur-Allier,200071470,103
Varennes-sur-Tèche,200071470,10
Vaumas,200071470,16
Vaux,240300566,25
Veauce,200071389,0
Venas,200071512,4
Vendat,200071363,39
Verneix,200071512,14
Le Vernet,200071363,34
Verneuil-en-Bourbonnais,200071389,3
Vernusse,200071512,2
Le Veurdre,200071140,14
Vichy,200071363,1423
Vicq,200071389,3
Vieure,200071496,11
Le Vilhain,240300558,6
Villebret,200071082,19
Villefranche-d'Allier,200071512,30
Villeneuve-sur-Allier,200071140,22
Viplaix,240300657,2
Voussac,200071512,8
Ygrande,200071496,10
Yzeure,200071140,341
Aiglun,200067437,22
Allemagne-en-Provence,200034700,12
Allons,200068625,2
Allos,200068625,20
Angles,200068625,2
Annot,200068625,23
Archail,200067437,0
Aubenas-les-Alpes,200071025,1
Aubignosc,200071033,20
Authon,200068765,1
Auzet,200067437,2
Banon,200071025,16
Barcelonnette,200072304,52
Barles,200067437,5
Barras,200067437,5
Barrême,200068625,4
Bayons,200068765,3
Beaujeu,200067437,1
Beauvezer,200068625,7
Bellaffaire,200068765,3
Bevons,200071033,1
Beynes,200067437,2
Blieux,200068625,0
Bras-d'Asse,200067437,5
Braux,200068625,2
Ubaye-Serre-Ponçon,200072304,15
La Brillanne,200034700,34
Brunet,200034700,8
Le Brusquet,200067437,12
Le Caire,200068765,1
Castellane,200068625,21
Le Castellard-Mélan,200067437,1
Le Castellet,200034700,6
Castellet-lès-Sausses,200068625,1
Val-de-Chalvagne,200068625,2
Céreste-en-Luberon,200040624,26
Le Chaffaut-Saint-Jurson,200067437,34
Champtercier,200067437,21
Château-Arnoux-Saint-Auban,200067437,127
Châteaufort,200068765,1
Châteauneuf-Miravail,200071033,1
Châteauneuf-Val-Saint-Donat,200071033,8
Châteauredon,200067437,2
Chaudon-Norante,200068625,4
Clamensane,200068765,1
Claret,200067825,6
Clumanc,200068625,5
Colmars,200068625,8
La Condamine-Châtelard,200072304,5
Corbières-en-Provence,200034700,31
Cruis,240400440,10
Curbans,200067825,8
Curel,200071033,2
Dauphin,200071025,15
Demandolx,200068625,0
Digne-les-Bains,200067437,676
Draix,200067437,1
Enchastrayes,200072304,7
Entrages,200067437,0
Entrepierres,200068765,9
Entrevaux,200068625,9
Entrevennes,200034700,2
L'Escale,200067437,32
Esparron-de-Verdon,200034700,5
Estoublon,200067437,5
Faucon-du-Caire,200068765,2
Faucon-de-Barcelonnette,200072304,4
Fontienne,240400440,2
Forcalquier,240400440,98
Le Fugeret,200068625,2
Ganagobie,200067437,5
La Garde,200068625,1
Gigors,200068765,4
Gréoux-les-Bains,200034700,54
L'Hospitalet,200071025,0
Jausiers,200072304,16
La Javie,200067437,8
Lambruisse,200068625,1
Lardiers,240400440,2
Le Lauzet-Ubaye,200072304,6
Limans,240400440,6
Lurs,240400440,9
Majastres,200067437,1
Malijai,200067437,61
Mallefougasse-Augès,200067437,5
Mallemoisson,200067437,25
Mane,200071025,36
Manosque,200034700,774
Marcoux,200067437,7
Méailles,200068625,1
Les Mées,200067437,100
Melve,200068765,0
Val d'Oronaye,200072304,5
Mézel,200067437,11
Mirabeau,200067437,4
Mison,200068765,25
Montagnac-Montpezat,200034700,9
Montclar,200067437,9
Montfort,200071033,7
Montfuron,200034700,3
Montjustin,200071025,0
Montlaux,240400440,3
Montsalier,200071025,2
Moriez,200068625,5
La Motte-du-Caire,200068765,13
Moustiers-Sainte-Marie,200067437,24
La Mure-Argens,200068625,4
Nibles,200068765,0
Niozelles,240400440,4
Noyers-sur-Jabron,200071033,10
Les Omergues,200071033,5
Ongles,240400440,7
Oppedette,200071025,1
Oraison,200034700,161
La Palud-sur-Verdon,200068625,4
Peipin,200071033,38
Peyroules,200068625,2
Peyruis,200067437,78
Piégut,200067320,4
Pierrerue,240400440,11
Pierrevert,200034700,78
Pontis,200067742,2
Prads-Haute-Bléone,200067437,2
Puimichel,200034700,3
Puimoisson,200034700,10
Quinson,200034700,7
Redortiers,200071025,0
Reillanne,200071025,28
Méolans-Revel,200072304,1
Revest-des-Brousses,200071025,6
Revest-du-Bion,200071025,14
Revest-Saint-Martin,240400440,3
Riez,200034700,22
La Robine-sur-Galabre,200067437,7
La Rochegiron,200071025,1
La Rochette,200068625,0
Rougon,200068625,2
Roumoules,200034700,17
Saint-André-les-Alpes,200068625,22
Saint-Benoît,200068625,2
Sainte-Croix-à-Lauze,200071025,1
Sainte-Croix-du-Verdon,200067437,1
Hautes-Duyes,200067437,0
Saint-Étienne-les-Orgues,240400440,21
Saint-Geniez,200068765,1
Saint-Jacques,200068625,1
Saint-Jeannet,200067437,0
Saint-Julien-d'Asse,200067437,2
Saint-Julien-du-Verdon,200068625,2
Saint-Jurs,200067437,2
Saint-Laurent-du-Verdon,200034700,2
Saint-Lions,200068625,1
Saint-Maime,200071025,20
Saint-Martin-de-Brômes,200034700,13
Saint-Martin-les-Eaux,200071025,7
Saint-Martin-lès-Seyne,200067437,0
Saint-Michel-l'Observatoire,200071025,12
Saint-Paul-sur-Ubaye,200072304,1
Saint-Pierre,200068625,0
Saint-Pons,200072304,5
Sainte-Tulle,200034700,101
Saint-Vincent-sur-Jabron,200071033,5
Salignac,200071033,11
Saumane,200071025,5
Sausses,200068625,1
Selonnet,200067437,9
Senez,200068625,4
Seyne,200067437,33
Sigonce,240400440,8
Sigoyer,200068765,1
Simiane-la-Rotonde,200071025,13
Sisteron,200068765,253
Soleilhas,200068625,1
Sourribes,200071033,2
Tartonne,200068625,2
Thèze,200068765,4
Thoard,200067437,12
Thorame-Basse,200068625,4
Thorame-Haute,200068625,4
Les Thuiles,200072304,6
Turriers,200068765,3
Ubraye,200068625,1
Uvernet-Fours,200072304,12
Vachères,200071025,5
Valavoire,200068765,0
Valbelle,200071033,4
Valensole,200034700,70
Valernes,200068765,9
Vaumeilh,200068765,11
Venterol,200067320,3
Verdaches,200067437,1
Vergons,200068625,2
Le Vernet,200067437,2
Villars-Colmars,200068625,2
Villemus,200071025,3
Villeneuve,200034700,84
Volonne,200067437,39
Volx,200034700,93
Abriès-Ristolas,200067452,7
Aiguilles,200067452,7
Ancelle,200068096,18
L'Argentière-la-Bessée,240500462,69
Arvieux,200067452,3
Aspremont,200067445,10
Aspres-lès-Corps,200068096,3
Aspres-sur-Buëch,200067445,17
Avançon,200067320,6
Baratier,200067742,10
Barcillonnette,200067825,2
Barret-sur-Méouge,200068765,2
La Bâtie-Montsaléon,200068765,2
La Bâtie-Neuve,200067320,32
La Bâtie-Vieille,200067320,1
La Beaume,200067445,1
Le Bersac,200068765,2
Bréziers,200067320,4
Briançon,240500439,281
Valdoule,200068765,2
Buissard,200068096,5
Ceillac,200067452,5
Cervières,240500439,6
Chabestan,200067445,0
Chabottes,200068096,10
Champcella,240500462,1
Champoléon,200068096,2
Chanousse,200068765,1
Châteauneuf-d'Oze,200067445,1
Châteauroux-les-Alpes,200067742,14
Châteauvieux,200067825,12
Château-Ville-Vieille,200067452,4
Aubessagne,200068096,10
Chorges,200067742,60
Crévoux,200067742,0
Crots,200067742,16
Embrun,200067742,145
Éourres,200068765,4
L'Épine,200068765,1
Esparron,200067825,2
Espinasses,200067320,20
Étoile-Saint-Cyrice,200068765,0
Eygliers,200067452,12
Garde-Colombe,200068765,11
La Fare-en-Champsaur,200068096,5
La Faurie,200067445,5
Forest-Saint-Julien,200068096,8
Fouillouse,200067825,5
Freissinières,240500462,2
La Freissinouse,200067825,8
Furmeyer,200067445,3
Gap,200067825,1309
Le Glaizil,200068096,0
La Grave,240500439,8
La Chapelle-en-Valgaudémar,200068096,0
Guillestre,200067452,47
La Haute-Beaume,200067445,0
Jarjayes,200067825,15
Laragne-Montéglin,200068765,81
Lardier-et-Valença,200067825,1
Laye,200068096,4
Lazer,200068765,8
Lettret,200067825,4
Manteyer,200067445,6
Méreuil,200068765,1
Molines-en-Queyras,200067452,8
Monêtier-Allemont,200068765,6
Le Monêtier-les-Bains,240500439,26
Montbrand,200067445,2
Montclus,200068765,0
Mont-Dauphin,200067452,1
Montgardin,200067320,15
Montgenèvre,240500439,13
Montjay,200068765,1
Montmaur,200067445,11
Montrond,200068765,4
La Motte-en-Champsaur,200068096,5
Moydans,200068765,1
Neffes,200067825,11
Névache,240500439,7
Nossage-et-Bénévent,200068765,0
Le Noyer,200068096,2
Orcières,200068096,17
Orpierre,200068765,7
Les Orres,200067742,17
Oze,200067445,3
Pelleautier,200067825,12
