INSEE;NOM;EPCI;DEP;REG;F0-2;F3-5;F6-10;F11-17;F18-24;F25-39;F40-54;F55-64;F65-79;F80+;;H0-2;H3-5;H6-10;H11-17;H18-24;H25-39;H40-54;H55-64;H65-79;H80+
1128;Courtes;200071751;D1;R84;6;8;9;11;5;32;24;21;25;10;;5;4;13;14;11;28;28;19;23;5
1129;Crans;200069193;D1;R84;10;11;9;6;2;35;21;21;25;16;;5;13;12;10;8;29;19;24;20;7
1130;Bresse Vallons;200071751;D1;R84;44;46;101;134;65;228;250;138;150;41;;40;51;99;122;87;200;260;142;144;27
1133;Cressin-Rochefort;200040350;D1;R84;4;8;14;15;8;32;38;37;33;12;;6;4;11;12;10;38;33;40;33;7
1134;Crottet;200070555;D1;R84;33;34;65;66;50;153;187;126;165;34;;34;25;62;75;47;139;182;129;152;34
1135;Crozet;240100750;D1;R84;42;46;98;89;46;220;275;112;107;24;;47;53;106;112;69;236;291;116;101;13
1136;Cruzilles-lès-Mépillat;200070555;D1;R84;16;20;36;45;25;86;101;59;43;23;;14;23;23;50;38;87;93;59;63;18
1138;Culoz-Béon;200040350;D1;R84;75;59;112;165;96;304;300;239;275;108;;73;63;103;173;101;288;349;221;242;81
1139;Curciat-Dongalon;200071751;D1;R84;8;6;14;18;13;29;36;25;43;21;;9;8;18;16;5;47;43;27;34;20
1140;Curtafond;200071751;D1;R84;8;14;12;36;23;64;79;44;55;43;;17;16;31;27;24;64;82;46;57;22
1141;Cuzieu;200040350;D1;R84;5;5;10;23;13;31;46;35;45;12;;2;5;12;31;13;31;47;30;42;4
1142;Dagneux;240100610;D1;R84;89;88;160;262;174;409;527;294;315;89;;76;102;195;272;204;402;522;271;250;65
1143;Divonne-les-Bains;240100750;D1;R84;228;208;411;470;202;1106;1223;554;631;297;;202;250;368;424;220;973;1150;466;463;154
1145;Dompierre-sur-Veyle;200071751;D1;R84;22;20;34;56;27;86;120;107;83;27;;19;14;44;71;40;87;134;101;81;17
1146;Dompierre-sur-Chalaronne;200069193;D1;R84;4;2;21;34;21;29;54;26;27;7;;2;3;15;27;17;36;46;28;29;8
1147;Domsure;200071751;D1;R84;10;9;21;23;15;46;56;34;36;17;;8;4;13;23;17;36;50;34;45;12
1148;Dortan;200042935;D1;R84;29;30;57;84;48;148;217;150;133;49;;30;25;55;93;54;171;207;159;120;32
1149;Douvres;240100883;D1;R84;17;18;28;67;29;77;132;78;79;19;;17;20;38;64;27;90;116;84;82;12
1150;Drom;200071751;D1;R84;5;3;3;11;4;22;24;15;12;4;;3;6;7;14;4;23;23;19;11;1
1151;Druillat;200071751;D1;R84;18;18;37;52;33;80;122;68;100;36;;15;16;42;49;31;82;145;70;91;34
1152;Échallon;200042935;D1;R84;8;18;17;41;11;66;86;48;53;19;;12;12;23;28;30;61;103;57;52;13
1153;Échenevex;240100750;D1;R84;38;56;112;114;30;219;259;122;98;17;;54;57;88;136;32;188;266;108;109;18
1155;Évosges;200042935;D1;R84;1;1;1;6;0;8;18;15;14;4;;1;2;9;6;5;7;18;13;11;2
1156;Faramans;240100883;D1;R84;14;19;38;42;24;76;85;59;45;18;;12;27;35;37;25;77;89;71;38;11
1157;Fareins;200042497;D1;R84;38;40;90;114;67;200;239;155;190;52;;46;50;82;108;71;192;241;144;181;42
1158;Farges;240100750;D1;R84;21;20;43;49;27;106;116;59;44;21;;17;27;46;63;32;103;130;70;43;16
1159;Feillens;200071371;D1;R84;62;63;86;137;80;297;356;234;250;126;;63;67;100;152;106;300;318;256;246;69
1160;Ferney-Voltaire;240100750;D1;R84;218;234;324;429;361;1384;1168;589;586;180;;237;230;370;433;281;1389;1107;530;440;123
1162;Flaxieu;200040350;D1;R84;1;1;1;7;1;4;9;1;4;5;;0;0;1;6;2;3;10;4;5;0
1163;Foissiat;200071751;D1;R84;25;38;62;90;56;154;207;121;158;89;;33;31;56;90;74;154;209;158;156;55
1165;Francheleins;200070118;D1;R84;25;34;68;93;33;162;151;96;95;19;;23;34;77;99;26;160;177;103;86;25
1166;Frans;200042497;D1;R84;37;43;85;105;49;230;263;194;165;44;;37;56;98;109;77;242;213;189;152;32
1167;Garnerans;200070118;D1;R84;5;15;28;28;21;53;59;63;50;20;;8;6;15;24;20;43;79;64;44;11
1169;Genouilleux;200070118;D1;R84;14;15;22;36;10;66;76;51;27;8;;6;10;20;45;20;54;88;38;36;6
1170;Béard-Géovreissiat;200042935;D1;R84;18;23;38;66;20;86;149;57;31;14;;23;22;43;70;42;80;130;83;41;9
1171;Géovreisset;200042935;D1;R84;8;11;18;32;27;57;107;74;51;16;;12;14;30;47;24;49;113;80;47;12
1173;Gex;240100750;D1;R84;293;267;419;594;411;1928;1329;667;493;280;;349;260;468;515;399;2015;1319;605;403;164
1174;Giron;240100891;D1;R84;4;6;6;7;4;16;13;16;11;3;;2;2;5;11;2;20;15;17;13;3
1175;Gorrevod;200071371;D1;R84;14;11;25;36;17;65;98;53;65;18;;5;16;26;49;22;55;84;53;63;16
1177;Grand-Corent;200071751;D1;R84;1;0;5;13;4;13;16;13;17;6;;3;3;6;9;4;5;22;15;21;7
1179;Grièges;200070555;D1;R84;19;34;52;92;40;146;197;147;155;72;;22;34;54;99;46;129;192;147;164;43
1180;Grilly;240100750;D1;R84;10;15;36;38;14;79;100;56;64;15;;9;22;32;38;25;68;89;56;59;17
1181;Groissiat;200042935;D1;R84;14;14;41;75;24;77;160;76;93;66;;9;20;36;78;33;74;160;82;87;23
1183;Guéreins;200070118;D1;R84;20;16;53;80;37;120;158;106;109;30;;23;27;49;97;51;114;164;93;111;30
1184;Hautecourt-Romanèche;200071751;D1;R84;12;13;25;43;19;58;89;38;60;16;;6;10;29;47;17;47;93;50;69;15
1185;Plateau d'Hauteville;200042935;D1;R84;54;48;103;189;165;333;404;373;450;356;;72;49;122;191;150;387;400;376;448;153
1187;Haut Valromey;200040350;D1;R84;4;6;14;28;10;41;52;64;58;23;;11;13;14;10;9;50;65;66;57;21
1188;Illiat;200070118;D1;R84;11;15;29;40;12;62;74;41;35;16;;16;17;26;39;21;58;85;40;33;11
1189;Injoux-Génissiat;240100891;D1;R84;13;24;47;45;29;112;123;76;52;19;;23;21;43;55;42;124;132;66;64;13
1190;Innimond;240100883;D1;R84;1;2;4;4;3;5;8;7;7;4;;1;0;2;2;0;5;8;11;12;3
1191;Izenave;200042935;D1;R84;1;2;2;6;4;10;16;10;11;4;;3;4;4;6;8;13;23;8;14;6
1192;Izernore;200042935;D1;R84;37;42;72;114;57;194;290;137;149;37;;40;50;68;137;92;198;258;149;127;24
1193;Izieu;200040350;D1;R84;2;2;6;12;4;13;23;23;23;10;;1;3;6;6;3;14;28;17;20;6
1194;Jassans-Riottier;200040590;D1;R84;97;116;179;292;225;499;661;446;504;297;;112;113;205;275;230;481;608;406;446;145
1195;Jasseron;200071751;D1;R84;31;31;60;103;43;134;189;116;151;113;;32;28;60;93;54;120;161;132;124;48
1196;Jayat;200071751;D1;R84;17;22;49;71;34;129;133;61;65;21;;21;32;57;75;45;124;132;67;68;17
1197;Journans;200071751;D1;R84;4;7;10;12;8;29;39;31;35;12;;10;3;10;16;14;29;38;35;30;7
1198;Joyeux;240100883;D1;R84;4;5;11;9;4;32;26;18;14;5;;8;8;9;17;12;29;26;18;12;1
1199;Jujurieux;200029999;D1;R84;36;27;64;88;59;188;212;135;136;104;;41;37;73;155;71;181;228;122;126;46
1200;Labalme;200029999;D1;R84;2;2;5;13;8;17;25;11;17;4;;2;2;11;9;7;22;27;11;13;5
1202;Lagnieu;240100883;D1;R84;97;126;232;366;204;628;702;468;617;302;;113;120;236;349;246;637;666;448;500;158
1203;Laiz;200070555;D1;R84;6;20;43;80;33;118;145;89;106;28;;18;29;48;69;34;105;126;79;112;16
1204;Le Poizat-Lalleyriat;200042935;D1;R84;13;11;27;36;20;61;95;33;45;15;;20;15;28;49;21;56;97;47;46;9
1206;Lantenay;200042935;D1;R84;4;3;8;7;3;18;33;15;20;11;;3;6;9;22;11;20;39;21;17;6
1207;Lapeyrouse;200069193;D1;R84;4;5;11;10;6;31;39;23;12;3;;8;7;11;20;13;29;43;19;18;4
1208;Lavours;200040350;D1;R84;1;0;4;11;6;6;13;10;13;10;;1;0;5;1;2;6;18;10;14;4
1209;Léaz;240100750;D1;R84;22;16;39;36;14;90;93;36;37;16;;16;23;40;42;21;92;80;45;29;10
1210;Lélex;240100750;D1;R84;4;4;3;11;5;24;25;17;11;13;;5;2;4;7;6;21;28;18;15;6
1211;Lent;200071751;D1;R84;15;19;54;72;34;126;150;85;101;41;;24;20;55;65;43;116;175;80;101;23
1212;Lescheroux;200071751;D1;R84;12;14;33;34;20;63;56;52;55;16;;13;12;18;38;27;58;77;45;50;19
1213;Leyment;240100883;D1;R84;22;33;55;81;35;124;158;103;48;26;;27;30;49;51;56;113;148;103;59;11
1214;Leyssard;200042935;D1;R84;2;3;3;7;2;13;25;10;15;2;;5;2;2;6;7;10;20;12;13;2
1215;Surjoux-Lhopital;240100891;D1;R84;2;2;2;7;3;9;19;9;7;4;;3;4;2;8;3;13;20;11;7;5
1216;Lhuis;240100883;D1;R84;8;13;21;40;19;55;81;60;98;63;;7;11;18;45;30;52;84;51;106;29
1219;Lompnas;240100883;D1;R84;2;4;6;5;3;19;10;17;9;7;;4;3;2;2;10;14;15;13;15;4
1224;Loyettes;240100883;D1;R84;64;82;141;182;96;376;334;174;172;58;;72;106;136;177;106;335;338;150;160;38
1225;Lurcy;200070118;D1;R84;4;8;10;18;7;24;45;37;29;9;;3;7;12;23;9;22;47;30;37;5
1227;Magnieu;200040350;D1;R84;10;14;24;35;8;46;68;50;51;16;;16;6;14;31;17;41;81;54;51;9
1228;Maillat;200042935;D1;R84;12;9;20;35;19;61;69;46;46;16;;8;9;26;34;20;59;79;45;45;9
1229;Malafretaz;200071751;D1;R84;20;24;31;54;46;105;120;72;94;46;;23;29;34;71;43;110;120;81;77;26
1230;Mantenay-Montlin;200071751;D1;R84;7;4;11;21;5;22;32;17;24;10;;3;2;9;13;10;19;39;23;34;5
1231;Manziat;200071371;D1;R84;33;28;62;83;50;147;202;141;174;55;;29;26;71;94;50;158;219;130;152;43
1232;Marboz;200071751;D1;R84;31;37;80;98;59;155;234;156;221;81;;25;38;66;120;84;156;234;142;193;64
1233;Marchamp;240100883;D1;R84;0;1;7;6;1;9;14;5;9;7;;1;4;7;6;1;9;20;8;8;8
1234;Marignieu;200040350;D1;R84;2;2;4;6;7;11;18;17;15;7;;2;3;0;1;10;12;19;18;12;3
1235;Marlieux;200069193;D1;R84;32;23;40;52;41;123;97;65;61;41;;27;29;52;74;40;116;120;57;68;21
1236;Marsonnas;200071751;D1;R84;17;23;32;47;28;90;108;57;74;29;;20;20;48;53;24;84;111;68;72;16
1237;Martignat;200042935;D1;R84;37;33;56;88;42;147;208;120;92;25;;32;40;59;92;62;120;192;101;106;21
1238;Massieux;200042497;D1;R84;44;47;102;126;73;210;329;180;194;52;;57;64;99;143;98;198;312;158;184;39
1239;Massignieu-de-Rives;200040350;D1;R84;7;11;23;34;9;46;67;49;66;10;;16;6;22;31;8;39;64;52;59;13
1240;Matafelon-Granges;200042935;D1;R84;0;6;25;30;12;43;80;45;46;8;;7;12;19;34;13;55;81;61;48;4
1241;Meillonnas;200071751;D1;R84;24;18;50;60;26;112;148;102;115;42;;16;19;41;73;23;114;161;100;112;23
1242;Mérignat;200029999;D1;R84;0;3;4;9;2;14;12;9;6;2;;4;2;5;10;5;14;14;9;11;0
1243;Messimy-sur-Saône;200070118;D1;R84;14;19;34;84;33;84;152;91;101;22;;18;27;40;69;44;72;155;91;90;19
1244;Meximieux;240100883;D1;R84;140;165;278;366;302;804;800;490;510;323;;153;167;301;399;318;736;742;442;438;124
1245;Bohas-Meyriat-Rignat;200071751;D1;R84;26;19;40;43;17;89;87;63;63;26;;19;13;42;47;25;90;107;46;75;14
1246;Mézériat;200070555;D1;R84;50;47;67;124;60;205;214;131;171;63;;34;36;75;114;62;202;200;125;171;52
1247;Mijoux;240100750;D1;R84;4;3;5;15;6;28;25;27;24;2;;6;7;15;14;6;26;37;30;14;5
1248;Mionnay;200069193;D1;R84;41;33;64;97;89;177;268;184;124;27;;35;40;84;92;93;197;244;197;133;26
1249;Miribel;240100800;D1;R84;198;204;353;432;347;1036;1018;628;603;365;;231;247;393;499;323;1008;1020;589;535;173
1250;Misérieux;200042497;D1;R84;20;37;77;98;113;164;212;113;124;34;;33;47;81;104;105;141;206;123;119;27
1252;Mogneneins;200070118;D1;R84;13;17;32;35;13;72;77;58;38;26;;16;16;35;38;22;73;84;57;48;23
1254;Montagnat;200071751;D1;R84;42;49;71;92;53;180;255;139;166;29;;38;46;81;97;60;154;236;144;186;24
1255;Montagnieu;240100883;D1;R84;17;17;30;32;13;70;57;38;40;22;;8;12;32;27;19;62;67;32;36;17
1257;Montanges;240100891;D1;R84;6;5;10;12;5;40;32;25;18;10;;7;11;10;15;12;42;32;31;18;10
1258;Montceaux;200070118;D1;R84;15;20;40;67;25;92;137;89;78;22;;20;24;50;59;38;87;134;92;90;14
1259;Montcet;200071751;D1;R84;22;19;29;35;23;73;85;41;32;12;;8;10;24;40;16;67;90;38;36;8
1260;Le Montellier;240100883;D1;R84;7;10;8;9;9;31;26;24;12;3;;9;4;18;20;7;32;32;20;15;8
1261;Monthieux;200069193;D1;R84;15;13;20;21;20;51;82;57;28;19;;15;15;26;32;26;52;72;61;44;11
1262;Montluel;240100610;D1;R84;95;143;216;304;331;604;708;419;443;306;;112;102;223;326;285;634;708;382;400;123
1263;Montmerle-sur-Saône;200070118;D1;R84;46;62;107;178;102;280;414;242;286;180;;55;70;125;228;120;267;412;222;284;81
1264;Montracol;200071751;D1;R84;16;18;34;60;27;83;129;68;57;33;;15;18;35;48;37;71;113;73;66;15
1265;Montréal-la-Cluse;200042935;D1;R84;57;54;112;188;114;300;355;255;240;104;;64;57;103;213;114;292;378;209;220;71
1266;Montrevel-en-Bresse;200071751;D1;R84;22;27;47;111;89;159;264;195;263;191;;29;28;70;134;98;176;195;165;214;99
1267;Nurieux-Volognat;200042935;D1;R84;15;10;26;54;30;62;127;59;94;19;;9;17;27;61;43;70;111;75;81;19
1268;Murs-et-Gélignieux;200040350;D1;R84;4;4;8;8;5;21;27;13;23;10;;3;6;11;17;2;20;26;9;25;4
1269;Nantua;200042935;D1;R84;62;64;113;159;138;318;324;157;223;199;;59;71;133;182;130;341;356;158;190;77
1272;Neuville-les-Dames;200069193;D1;R84;28;26;42;69;41;132;133;105;115;95;;20;29;48;57;46;135;135;100;95;38
1273;Neuville-sur-Ain;200029999;D1;R84;36;31;74;88;40;186;155;117;115;44;;36;37;77;80;68;163;189;107;130;26
1274;Les Neyrolles;200042935;D1;R84;8;8;26;40;21;53;77;28;44;13;;11;16;25;44;21;48;73;31;30;14
1275;Neyron;240100800;D1;R84;41;47;80;127;70;211;294;177;194;48;;45;51;82;131;92;203;299;192;176;35
1276;Niévroz;240100610;D1;R84;31;36;53;85;55;154;193;104;81;18;;40;53;54;69;51;158;178;116;78;20
1277;Nivollet-Montgriffon;240100883;D1;R84;3;0;5;6;3;7;14;10;5;1;;2;2;3;4;4;11;13;12;9;5
1279;Oncieu;240100883;D1;R84;1;1;2;5;1;6;6;7;3;7;;0;2;2;2;2;5;9;6;7;4
1280;Ordonnaz;240100883;D1;R84;1;2;7;8;1;8;14;12;9;7;;2;0;5;7;5;10;15;9;11;7
1281;Ornex;240100750;D1;R84;78;89;190;236;126;506;579;232;203;111;;99;103;214;252;119;441;538;250;174;49
1282;Outriaz;200042935;D1;R84;3;5;10;8;2;29;23;15;18;8;;5;5;10;12;7;26;30;15;24;3
1283;Oyonnax;200042935;D1;R84;378;428;877;1104;634;2113;2224;1290;1488;727;;448;472;896;1183;865;1883;2174;1256;1424;408
1284;Ozan;200071371;D1;R84;12;12;24;34;23;70;63;53;40;17;;14;13;17;39;22;79;75;51;31;11
1285;Parcieux;200042497;D1;R84;29;25;44;80;57;114;147;72;79;20;;20;29;39;60;63;114;173;59;93;17
1286;Parves et Nattages;200040350;D1;R84;13;14;29;42;20;58;116;85;79;32;;13;18;29;42;15;62;101;78;104;9
1288;Péron;240100750;D1;R84;54;62;112;129;72;327;322;150;101;38;;50;49;106;156;85;310;352;161;112;29
1289;Péronnas;200071751;D1;R84;85;70;197;287;205;414;663;441;661;352;;77;108;184;314;300;414;548;392;535;212
1290;Pérouges;240100883;D1;R84;16;23;33;53;40;105;126;106;97;54;;22;28;39;56;45;90;126;101;114;34
1291;Perrex;200070555;D1;R84;13;10;20;43;19;67;105;67;58;20;;15;18;19;44;22;66;102;54;66;18
1293;Peyriat;200042935;D1;R84;1;3;3;12;3;6;20;13;12;4;;1;3;8;6;5;6;19;13;6;1
1294;Peyrieu;200040350;D1;R84;12;21;24;40;25;71;102;66;64;22;;13;21;37;45;27;75;96;63;62;12
1295;Peyzieux-sur-Saône;200070118;D1;R84;17;19;34;46;15;66;93;30;25;2;;17;15;34;33;13;53;95;35;30;4
1296;Pirajoux;200071751;D1;R84;5;11;21;12;12;37;47;25;23;10;;6;10;15;23;11;34;57;22;28;6
1297;Pizay;240100610;D1;R84;14;22;33;38;23;87;98;57;49;14;;27;24;28;48;35;70;110;64;38;12
1298;Plagne;240100891;D1;R84;5;4;6;6;0;13;15;9;16;2;;3;4;6;4;2;14;18;10;18;1
1299;Le Plantay;200069193;D1;R84;10;10;15;22;13;51;68;39;31;6;;19;12;27;25;21;72;64;42;32;9
1301;Polliat;200071751;D1;R84;52;46;83;111;53;212;281;194;207;79;;44;53;83;116;67;201;280;187;193;63
1302;Pollieu;200040350;D1;R84;2;2;4;6;1;7;16;16;19;5;;4;1;4;4;3;14;14;21;17;5
1303;Poncin;200029999;D1;R84;25;31;62;92;55;147;171;100;135;68;;29;29;53;91;52;124;176;98;121;37
1304;Pont-d'Ain;200029999;D1;R84;58;50;97;143;90;254;285;163;198;126;;43;50;106;153;108;262;292;179;179;68
1305;Pont-de-Vaux;200071371;D1;R84;19;26;57;64;79;154;191;139;183;230;;21;24;57;104;72;179;183;139;157;115
1306;Pont-de-Veyle;200070555;D1;R84;15;21;48;57;85;131;142;89;133;126;;27;30;46;66;68;150;142;86;103;72
1307;Port;200042935;D1;R84;11;14;21;34;22;69;84;57;69;30;;16;18;29;42;22;75;76;61;65;21
1308;Pougny;240100750;D1;R84;18;14;29;39;26;59;106;44;60;13;;6;11;34;42;27;63;100;47;55;11
1309;Pouillat;200071751;D1;R84;1;1;0;3;4;4;10;3;4;5;;2;1;4;8;3;5;13;5;7;3
1310;Prémeyzel;200040350;D1;R84;2;3;4;10;1;18;29;13;7;2;;1;0;9;12;1;20;61;34;18;1
1311;Prémillieu;200042935;D1;R84;0;0;0;2;1;5;6;4;0;2;;1;0;2;3;0;2;6;3;6;1
1313;Prévessin-Moëns;240100750;D1;R84;167;200;412;455;242;1043;1123;453;382;98;;192;232;405;481;214;1003;1057;391;331;67
1314;Priay;200029999;D1;R84;36;41;65;80;41;180;180;98;95;59;;29;43;68;73;27;174;212;100;93;32
1317;Ramasse;200071751;D1;R84;8;10;16;19;6;39;30;21;17;6;;11;5;15;11;6;27;35;23;16;9
1318;Rancé;200042497;D1;R84;12;21;23;45;19;67;85;50;41;5;;13;14;22;43;23;60;87;59;38;7
1319;Relevant;200069193;D1;R84;10;9;17;25;10;40;43;33;27;15;;7;11;22;17;12;40;56;34;31;8
1320;Replonges;200071371;D1;R84;67;75;139;186;76;325;406;247;307;98;;56;77;139;212;108;305;419;225;274;92
1321;Revonnas;200071751;D1;R84;14;12;39;53;22;65;122;40;67;14;;7;15;41;57;20;61;123;44;65;10
1322;Reyrieux;200042497;D1;R84;56;74;171;279;162;391;594;298;326;210;;72;102;200;279;186;356;556;314;318;106
1323;Reyssouze;200071371;D1;R84;15;23;27;45;22;71;104;64;97;36;;17;19;36;52;23;69;123;76;71;29
1325;Rignieux-le-Franc;240100883;D1;R84;19;28;40;45;19;100;102;68;92;17;;21;19;31;56;28;104;104;78;80;13
1328;Romans;200069193;D1;R84;6;12;19;17;25;60;53;38;36;44;;10;10;22;25;16;50;51;41;47;23
1329;Rossillon;200040350;D1;R84;0;2;5;4;2;15;14;14;9;5;;1;3;9;9;3;11;16;15;14;7
1330;Ruffieu;200040350;D1;R84;2;2;6;3;4;12;17;18;15;11;;3;0;1;10;5;10;20;16;19;6
1331;Saint-Alban;200029999;D1;R84;3;4;6;4;9;20;18;14;5;9;;3;7;5;7;5;18;19;20;7;9
1332;Saint-André-de-Bâgé;200071371;D1;R84;16;18;24;39;21;81;79;63;55;11;;16;9;26;41;28;72;80;54;54;7
1333;Saint-André-de-Corcy;200069193;D1;R84;45;62;107;156;129;290;345;244;249;128;;63;59;82;167;103;296;321;223;238;59
1334;Saint-André-d'Huiriat;200070555;D1;R84;21;24;31;39;18;76;62;46;26;9;;13;10;15;38;17;69;79;49;32;6
1335;Saint-André-le-Bouchoux;200069193;D1;R84;9;4;17;27;9;37;46;20;23;3;;9;19;21;26;9;31;51;23;20;7
1336;Saint-André-sur-Vieux-Jonc;200071751;D1;R84;15;27;47;66;24;116;126;71;85;29;;18;22;52;60;40;92;123;65;92;17
1337;Saint-Bénigne;200071371;D1;R84;15;33;52;51;27;93;154;92;106;31;;23;22;50;77;59;92;134;92;97;35
1338;Groslée-Saint-Benoit;200040350;D1;R84;17;29;50;47;24;105;124;87;85;40;;26;29;52;70;29;96;127;91;92;22
1339;Saint-Bernard;200042497;D1;R84;14;32;35;64;37;88;170;107;137;74;;16;33;40;77;36;83;158;123;116;45
1342;Sainte-Croix;240100610;D1;R84;10;10;12;39;15;45;63;43;27;6;;7;12;12;44;14;44;68;39;31;5
1343;Saint-Cyr-sur-Menthon;200070555;D1;R84;33;43;63;82;38;170;193;129;100;42;;34;47;74;108;40;160;203;123;114;25
1344;Saint-Denis-lès-Bourg;200071751;D1;R84;95;96;165;245;149;448;622;457;518;262;;77;134;199;280;168;401;570;412;499;173
1345;Saint-Denis-en-Bugey;240100883;D1;R84;30;36;75;109;69;178;245;150;177;72;;31;34;71;116;89;173;237;150;166;37
1346;Saint-Didier-d'Aussiat;200071751;D1;R84;11;22;36;47;23;78;86;56;50;33;;9;15;30;41;21;77;87;60;52;18
1347;Saint-Didier-de-Formans;200042497;D1;R84;35;47;79;96;51;166;233;149;150;34;;25;47;79;107;66;148;235;147;149;29
1348;Saint-Didier-sur-Chalaronne;200070118;D1;R84;39;52;104;155;96;236;320;195;237;91;;44;48;112;187;86;245;305;198;190;63
1349;Saint-Éloi;240100883;D1;R84;6;5;13;22;7;46;52;48;39;7;;9;13;15;21;16;45;52;51;49;6
1350;Saint-Étienne-du-Bois;200071751;D1;R84;35;38;80;113;62;206;280;146;225;100;;33;48;83;111;77;197;277;161;199;68
1351;Saint-Étienne-sur-Chalaronne;200070118;D1;R84;21;36;66;88;33;151;182;92;77;41;;44;39;60;103;46;158;175;95;69;26
1352;Saint-Étienne-sur-Reyssouze;200071371;D1;R84;9;14;19;29;13;45;55;31;36;15;;9;10;27;37;17;44;74;36;46;18
1353;Sainte-Euphémie;200042497;D1;R84;30;33;66;107;45;146;216;124;76;28;;21;34;73;97;57;149;210;113;85;12
1354;Saint-Genis-Pouilly;240100750;D1;R84;358;351;550;612;442;2045;1476;485;531;154;;383;380;586;605;504;2194;1527;531;430;131
1355;Saint-Genis-sur-Menthon;200070555;D1;R84;10;9;15;15;14;46;46;42;24;15;;12;15;18;20;12;50;55;37;26;4
1356;Saint-Georges-sur-Renon;200069193;D1;R84;6;3;6;11;4;19;19;12;17;3;;4;6;9;15;4;19;21;17;6;2
1357;Saint-Germain-de-Joux;240100891;D1;R84;15;10;15;18;11;61;44;25;34;6;;9;10;16;19;20;60;60;28;34;7
1358;Saint-Germain-les-Paroisses;200040350;D1;R84;4;6;17;24;6;31;42;28;37;18;;3;5;16;20;8;31;40;30;42;18
1359;Saint-Germain-sur-Renon;200069193;D1;R84;4;3;12;10;9;20;23;20;16;4;;7;8;9;10;8;25;23;16;24;3
1360;Saint-Jean-de-Gonville;240100750;D1;R84;32;54;77;89;46;233;220;110;91;26;;47;47;69;81;44;215;246;112;79;15
1361;Saint-Jean-de-Niost;240100883;D1;R84;30;35;56;82;42;140;189;107;97;30;;29;27;51;92;36;134;187;113;98;23
1362;Saint-Jean-de-Thurigneux;200042497;D1;R84;12;23;30;41;17;59;94;58;52;10;;6;18;36;49;28;59;88;64;59;7
1363;Saint-Jean-le-Vieux;200029999;D1;R84;20;30;54;87;59;155;205;130;119;68;;41;27;53;64;68;156;184;124;100;39
1364;Saint-Jean-sur-Reyssouze;200071751;D1;R84;11;19;22;21;24;67;70;48;62;35;;19;14;26;37;16;62;87;48;57;23
1365;Saint-Jean-sur-Veyle;200070555;D1;R84;14;20;44;58;29;108;114;71;98;24;;28;24;42;62;41;86;114;74;95;19
1366;Sainte-Julie;240100883;D1;R84;25;28;41;53;25;110;142;52;45;11;;27;32;52;67;28;102;143;50;43;13
1367;Saint-Julien-sur-Reyssouze;200071751;D1;R84;14;14;23;43;23;51;75;36;47;32;;6;10;30;42;31;48;94;36;46;26
1368;Saint-Julien-sur-Veyle;200070555;D1;R84;15;14;43;39;16;80;93;46;50;13;;16;23;34;57;30;62;105;42;48;12
1369;Saint-Just;200071751;D1;R84;14;17;25;39;13;67;116;88;69;29;;13;21;21;51;22;64;92;103;78;13
1370;Saint-Laurent-sur-Saône;200070308;D1;R84;18;28;38;53;80;196;153;95;105;133;;21;20;28;51;67;232;150;87;83;35
1371;Saint-Marcel;200069193;D1;R84;18;19;29;67;50;121;150;84;46;13;;28;23;45;63;59;129;136;82;48;11
1372;Saint-Martin-de-Bavel;200040350;D1;R84;4;3;12;36;14;40;51;25;33;9;;8;6;17;27;13;30;47;30;29;7
1373;Saint-Martin-du-Frêne;200042935;D1;R84;9;15;36;46;31;74;115;74;66;34;;17;11;23;47;39;83;121;80;65;23
1374;Saint-Martin-du-Mont;200071751;D1;R84;38;29;59;80;44;174;207;113;124;51;;36;34;72;90;57;163;188;142;144;31
1375;Saint-Martin-le-Châtel;200071751;D1;R84;9;17;31;31;23;72;76;60;48;24;;16;21;26;32;22;63;72;77;54;13
1376;Saint-Maurice-de-Beynost;240100800;D1;R84;67;72;117;193;156;344;416;255;279;158;;77;89;147;191;164;371;433;206;238;92
1378;Saint-Maurice-de-Gourdans;240100883;D1;R84;54;38;78;156;67;206;345;190;152;54;;44;52;102;149;91;215;335;182;148;40
1379;Saint-Maurice-de-Rémens;240100883;D1;R84;19;16;31;38;19;83;65;52;45;16;;15;16;27;42;28;81;73;40;41;15
1380;Saint-Nizier-le-Bouchoux;200071751;D1;R84;4;7;13;31;13;32;54;52;48;26;;8;10;20;40;9;49;53;59;61;23
1381;Saint-Nizier-le-Désert;200069193;D1;R84;26;17;24;58;33;86;107;47;38;11;;15;23;50;51;25;81;107;62;51;8
1382;Sainte-Olive;200069193;D1;R84;9;6;9;13;6;29;32;19;17;8;;8;12;13;16;5;26;33;22;20;2
1383;Saint-Paul-de-Varax;200069193;D1;R84;42;27;57;67;51;133;175;94;100;34;;39;33;56;98;61;127;164;99;103;22
1384;Saint-Rambert-en-Bugey;240100883;D1;R84;42;41;87;94;73;182;202;142;146;123;;34;43;78;98;65;194;217;124;132;55
1385;Saint-Rémy;200071751;D1;R84;8;15;27;47;21;64;106;74;85;29;;15;13;38;56;22;59;107;80;75;25
1386;Saint-Sorlin-en-Bugey;240100883;D1;R84;14;14;39;64;25;92;127;75;76;31;;13;20;41;62;34;87;121;84;72;26
1387;Saint-Sulpice;200071751;D1;R84;3;8;12;14;7;33;26;9;11;5;;9;10;12;14;2;29;26;12;12;2
